ENST00000566782.1	ENSG00000261657	SLC25A26
ENST00000548347.1	ENSG00000257550	RP11-793H13.3
ENST00000550234.1	ENSG00000258069	CR753509.1
ENST00000395909.4	ENSG00000087586	AURKA
ENST00000428416.2	ENSG00000206449	MICB
ENST00000440720.1	ENSG00000228197	DDX6P1
ENST00000599954.1	ENSG00000268482	AL160274.1
ENST00000409852.1	ENSG00000163273	NPPC
ENST00000458123.1	ENSG00000230742	OR5V1
ENST00000449145.2	ENSG00000237733	RNF39
ENST00000339656.5	ENSG00000198466	ZNF587
ENST00000509790.1	ENSG00000249103	OR12D1
ENST00000447229.1	ENSG00000233989	UBDP1
ENST00000216442.7	ENSG00000100554	ATP6V1D
ENST00000405158.2	ENSG00000173432	SAA1
ENST00000374268.3	ENSG00000197245	FAM110D
ENST00000597800.1	ENSG00000269494	AL359693.1
ENST00000580586.1	ENSG00000264261	AC024908.1
ENST00000427228.1	ENSG00000229889	MAS1LP1
ENST00000428608.2	ENSG00000236014	VPS52
ENST00000457222.2	ENSG00000228927	TSPY3
ENST00000472487.1	ENSG00000162601	MYSM1
ENST00000253693.2	ENSG00000131375	CAPN7
ENST00000455600.1	ENSG00000198853	RUSC2
ENST00000245923.4	ENSG00000125744	RTN2
ENST00000602124.1	ENSG00000269476	CTD-2583A14.9
ENST00000334295.4	ENSG00000134779	TPGS2
ENST00000374266.5	ENSG00000142684	ZNF593
ENST00000372808.3	ENSG00000124713	GNMT
ENST00000261600.6	ENSG00000079134	THOC1
ENST00000231706.5	ENSG00000013293	SLC7A14
ENST00000393229.3	ENSG00000196358	NTNG2
ENST00000378166.4	ENSG00000147044	CASK
ENST00000361840.3	ENSG00000123178	SPRYD7
ENST00000265689.4	ENSG00000110721	CHKA
ENST00000312026.5	ENSG00000173480	ZNF417
ENST00000549647.1	ENSG00000258179	RP11-248E9.7
ENST00000489210.2	ENSG00000240721	RPS4XP15
ENST00000453266.2	ENSG00000225130	TRIM31
ENST00000168216.6	ENSG00000072506	HSD17B10
ENST00000476941.1	ENSG00000144935	TRPC1
ENST00000516938.1	ENSG00000252747	RNA5SP364
ENST00000549191.1	ENSG00000257752	RP11-474L23.3
ENST00000505490.2	ENSG00000183684	ALYREF
ENST00000335524.3	ENSG00000186143	C2orf53
ENST00000442628.2	ENSG00000185189	NRBP2
ENST00000378850.4	ENSG00000205129	C4orf47
ENST00000362375.1	ENSG00000199245	Y_RNA
ENST00000481421.1	ENSG00000174912	METTL15P1
ENST00000445934.2	ENSG00000236579	HCG9
ENST00000517041.1	ENSG00000252850	RNU1-117P
ENST00000306238.3	ENSG00000168515	SCGB1D1
ENST00000554223.1	ENSG00000259047	RP11-16O13.1
ENST00000500381.2	ENSG00000246363	RP11-13A1.1
ENST00000472943.1	ENSG00000240875	LINC00886
ENST00000587556.1	ENSG00000267426	RP11-552F3.12
ENST00000457735.1	ENSG00000234242	DDX39BP2
ENST00000554689.1	ENSG00000258406	RP11-88E18.1
ENST00000416748.1	ENSG00000226285	AC091813.2
ENST00000441211.1	ENSG00000235340	MCCD1P2
ENST00000173229.2	ENSG00000065320	NTN1
ENST00000363916.1	ENSG00000200786	RNA5SP234
ENST00000334306.2	ENSG00000186212	SOWAHB
ENST00000462065.1	ENSG00000213470	RP11-972K6.1
ENST00000554987.1	ENSG00000259051	HNRNPUP1
ENST00000384091.1	ENSG00000206818	RNU6-849P
ENST00000398019.2	ENSG00000166396	SERPINB7
ENST00000459346.1	ENSG00000238471	U2
ENST00000414541.1	ENSG00000230853	AC004159.1
ENST00000548728.1	ENSG00000257629	RP11-13A1.2
ENST00000556193.2	ENSG00000258828	KRT8P2
ENST00000570015.1	ENSG00000260492	RP11-686F15.3
ENST00000399742.2	ENSG00000215187	FAM166B
ENST00000497032.2	ENSG00000244392	RN7SL869P
ENST00000473864.1	ENSG00000230457	PA2G4P4
ENST00000359106.5	ENSG00000006283	CACNA1G
ENST00000244930.4	ENSG00000124939	SCGB2A1
ENST00000447198.2	ENSG00000234223	AC003988.1
ENST00000549278.1	ENSG00000257156	RP11-13A1.3
ENST00000590247.2	ENSG00000105185	PDCD5
ENST00000566418.1	ENSG00000260030	RP11-686F15.2
ENST00000547948.1	ENSG00000257726	RP11-116D17.1
ENST00000554342.1	ENSG00000258387	RP11-557C9.3
ENST00000459334.1	ENSG00000238302	RNU7-120P
ENST00000411281.1	ENSG00000223213	SNORD81
ENST00000448941.1	ENSG00000229653	NCRNA00171
ENST00000296096.5	ENSG00000163792	TCF23
ENST00000553035.1	ENSG00000257820	MRPS6P4
ENST00000553881.1	ENSG00000258894	RP11-557C9.1
ENST00000465138.1	ENSG00000241879	KLF3P2
ENST00000358951.2	ENSG00000118873	RAB3GAP2
ENST00000517244.1	ENSG00000253053	RN7SKP289
ENST00000352371.1	ENSG00000100336	APOL4
ENST00000512916.2	ENSG00000249641	HOXC13-AS
ENST00000487061.1	ENSG00000239706	RP11-6F2.3
ENST00000560369.1	ENSG00000137821	LRRC49
ENST00000326958.1	ENSG00000181495	AC026703.1
ENST00000525621.1	ENSG00000105397	TYK2
ENST00000605595.1	ENSG00000271327	RP11-1109F11.3
ENST00000431209.1	ENSG00000237500	RP11-526P5.1
ENST00000603432.1	ENSG00000271090	AC012531.23
ENST00000244926.3	ENSG00000124935	SCGB1D2
ENST00000438753.1	ENSG00000235281	RP11-526P5.2
ENST00000519560.1	ENSG00000184347	SLIT3
ENST00000546837.1	ENSG00000257390	RP11-762I7.5
ENST00000419388.1	ENSG00000231743	RP11-89K18.1
ENST00000466169.2	ENSG00000240347	RN7SL35P
ENST00000439575.1	ENSG00000234182	RP11-118K6.2
ENST00000597898.1	ENSG00000268728	BX001040.1
ENST00000356017.4	ENSG00000204977	TRIM13
ENST00000437763.3	ENSG00000232667	AC004862.6
ENST00000424518.1	ENSG00000228630	HOTAIR
ENST00000607898.1	ENSG00000273001	RP11-118K6.3
ENST00000523101.1	ENSG00000253347	CTD-2026D20.2
ENST00000443634.1	ENSG00000223550	SNRPBP1
ENST00000371222.2	ENSG00000177606	JUN
ENST00000373114.4	ENSG00000102271	KLHL4
ENST00000553827.1	ENSG00000258969	RP11-305B6.3
ENST00000306357.4	ENSG00000170310	STX8
ENST00000430356.2	ENSG00000237399	PITRM1-AS1
ENST00000554881.1	ENSG00000259019	RP11-305B6.2
ENST00000323798.3	ENSG00000104812	GYS1
ENST00000425159.3	ENSG00000228782	MRPL45P2
ENST00000555080.1	ENSG00000259137	RP11-305B6.1
ENST00000556286.1	ENSG00000259148	RP11-322L17.1
ENST00000355280.6	ENSG00000141503	MINK1
ENST00000445932.1	ENSG00000236968	RP11-298E9.5
ENST00000557721.1	ENSG00000259126	RP11-99L13.2
ENST00000417149.1	ENSG00000226762	RP11-298E9.6
ENST00000436340.1	ENSG00000227338	RP11-195B3.1
ENST00000281928.3	ENSG00000123066	MED13L
ENST00000264893.6	ENSG00000138758	SEPT11
ENST00000413993.1	ENSG00000233321	RP11-482E14.1
ENST00000271715.2	ENSG00000143442	POGZ
ENST00000396147.1	ENSG00000196724	ZNF418
ENST00000428826.2	ENSG00000108799	EZH1
ENST00000243045.5	ENSG00000123353	ORMDL2
ENST00000454671.1	ENSG00000167970	AC009065.1
ENST00000361530.6	ENSG00000142675	CNKSR1
ENST00000336395.5	ENSG00000107140	TESK1
ENST00000295992.3	ENSG00000163710	PCOLCE2
ENST00000582254.1	ENSG00000264837	VN1R71P
ENST00000307588.3	ENSG00000168491	CCDC110
ENST00000316881.4	ENSG00000121060	TRIM25
ENST00000389759.3	ENSG00000144283	PKP4
ENST00000409117.3	ENSG00000204311	DFNB59
ENST00000327839.3	ENSG00000184293	CLECL1
ENST00000490605.2	ENSG00000168754	FAM178B
ENST00000581294.2	ENSG00000265646	TUFMP1
ENST00000306270.7	ENSG00000005700	IBTK
ENST00000434151.1	ENSG00000237046	TRIM40
ENST00000440744.2	ENSG00000230649	AC024084.1
ENST00000312942.1	ENSG00000198553	KCNRG
ENST00000553386.1	ENSG00000258487	RP11-99L13.1
ENST00000457692.1	ENSG00000197632	SERPINB2
ENST00000445293.2	ENSG00000232053	AC009784.3
ENST00000557465.1	ENSG00000258747	RP11-163M18.1
ENST00000228434.3	ENSG00000110848	CD69
ENST00000309863.6	ENSG00000135968	GCC2
ENST00000319129.5	ENSG00000188878	FBF1
ENST00000459335.1	ENSG00000238501	snoU13
ENST00000227918.2	ENSG00000110484	SCGB2A2
ENST00000556405.1	ENSG00000258998	RP11-398E10.1
ENST00000262053.3	ENSG00000123268	ATF1
ENST00000304363.4	ENSG00000110066	SUV420H1
ENST00000553480.1	ENSG00000259000	CTD-2373J19.1
ENST00000430124.2	ENSG00000096395	MLN
ENST00000384007.1	ENSG00000206734	Y_RNA
ENST00000310574.3	ENSG00000138074	SLC5A6
ENST00000554389.1	ENSG00000258633	RP11-857B24.1
ENST00000580045.1	ENSG00000263766	RP11-580I16.2
ENST00000371218.4	ENSG00000172456	FGGY
ENST00000264716.4	ENSG00000075426	FOSL2
ENST00000578482.1	ENSG00000264558	RP11-138C9.1
ENST00000581213.1	ENSG00000264243	RP11-6N17.1
ENST00000306065.4	ENSG00000105186	ANKRD27
ENST00000580282.1	ENSG00000266821	RP11-6N17.2
ENST00000358585.1	ENSG00000197745	SCGB1D4
ENST00000377617.3	ENSG00000204842	ATXN2
ENST00000533558.1	ENSG00000166394	CYB5R2
ENST00000224140.5	ENSG00000107290	SETX
ENST00000320717.3	ENSG00000115419	GLS
ENST00000580459.1	ENSG00000264920	RP11-6N17.4
ENST00000431258.2	ENSG00000235025	TRIM10
ENST00000301732.5	ENSG00000167972	ABCA3
ENST00000357606.3	ENSG00000135392	DNAJC14
ENST00000455217.2	ENSG00000113407	TARS
ENST00000411573.2	ENSG00000234494	AC003665.1
ENST00000249066.6	ENSG00000128335	APOL2
ENST00000581944.1	ENSG00000265246	RP11-663N22.1
ENST00000382932.2	ENSG00000099960	SLC7A4
ENST00000378180.4	ENSG00000176124	DLEU1
ENST00000322241.4	ENSG00000180929	GPR62
ENST00000475295.1	ENSG00000239223	RPL34P31
ENST00000325974.6	ENSG00000122674	CCZ1
ENST00000412531.3	ENSG00000204149	AGAP6
ENST00000263791.5	ENSG00000128829	EIF2AK4
ENST00000381938.3	ENSG00000121895	TMEM156
ENST00000364639.1	ENSG00000201509	Y_RNA
ENST00000479473.1	ENSG00000213664	RPS16P8
ENST00000415229.2	ENSG00000162174	ASRGL1
ENST00000383978.1	ENSG00000206705	Y_RNA
ENST00000557946.1	ENSG00000259747	RP11-275I4.2
ENST00000408055.2	ENSG00000220982	AC009784.1
ENST00000426484.1	ENSG00000236503	AC009784.4
ENST00000383512.2	ENSG00000206447	MCCD1
ENST00000560675.1	ENSG00000259731	RP11-326N17.1
ENST00000584490.1	ENSG00000265453	RP11-173M1.3
ENST00000228641.3	ENSG00000111046	MYF6
ENST00000424785.2	ENSG00000079150	FKBP7
ENST00000584932.1	ENSG00000263583	MIR4522
ENST00000578929.1	ENSG00000264469	RP11-173M1.8
ENST00000308167.5	ENSG00000102034	ELF4
ENST00000560197.1	ENSG00000259345	RP11-624L4.1
ENST00000291568.5	ENSG00000160213	CSTB
ENST00000342608.4	ENSG00000187905	AC002472.13
ENST00000035307.2	ENSG00000033100	CHPF2
ENST00000352665.5	ENSG00000166596	WDR16
ENST00000560709.1	ENSG00000259278	RP11-62C7.2
ENST00000262525.4	ENSG00000102870	ZNF629
ENST00000438279.1	ENSG00000226066	AC009541.1
ENST00000557196.1	ENSG00000258509	RP11-857B24.3
ENST00000558255.1	ENSG00000259423	RP11-265N7.2
ENST00000396757.1	ENSG00000137101	CD72
ENST00000380956.4	ENSG00000137265	IRF4
ENST00000555741.1	ENSG00000259046	RP11-857B24.2
ENST00000369550.5	ENSG00000130826	DKC1
ENST00000555157.1	ENSG00000258949	RP11-857B24.5
ENST00000439694.1	ENSG00000234352	hsa-mir-490
ENST00000560743.1	ENSG00000259450	RP11-265N7.1
ENST00000556389.1	ENSG00000249163	CTD-3028N15.1
ENST00000558948.1	ENSG00000259447	RP11-462P6.1
ENST00000391313.1	ENSG00000212615	SNORD58
ENST00000458892.1	ENSG00000239043	SNORD127
ENST00000362869.1	ENSG00000199739	RNU6-552P
ENST00000558846.1	ENSG00000259269	RP11-624L4.2
ENST00000555084.1	ENSG00000258608	DNAJC19P9
ENST00000566976.1	ENSG00000260046	RP11-454K7.3
ENST00000238508.3	ENSG00000242550	SERPINB10
ENST00000228644.3	ENSG00000111049	MYF5
ENST00000546784.2	ENSG00000257900	RP11-454K7.1
ENST00000559570.1	ENSG00000259390	RP11-27M9.1
ENST00000339777.4	ENSG00000158113	LRRC43
ENST00000553933.2	ENSG00000258746	RP11-454K7.2
ENST00000554319.1	ENSG00000258845	RP11-945F5.1
ENST00000215115.4	ENSG00000099385	BCL7C
ENST00000560769.1	ENSG00000259279	CTD-2033D15.1
ENST00000558616.1	ENSG00000259580	RP11-37C7.1
ENST00000555442.1	ENSG00000258616	RP11-369C8.1
ENST00000444479.2	ENSG00000236925	LTB
ENST00000329949.3	ENSG00000239511	POM121L7
ENST00000564211.1	ENSG00000261136	RP11-37C7.3
ENST00000497547.1	ENSG00000160214	RRP1
ENST00000559899.1	ENSG00000259432	RP11-37C7.2
ENST00000431059.2	ENSG00000233599	TRIM15
ENST00000558675.1	ENSG00000246863	RP11-325N19.3
ENST00000363435.1	ENSG00000200305	Y_RNA
ENST00000459610.1	ENSG00000238564	snoU13
ENST00000559984.2	ENSG00000259389	H3F3AP1
ENST00000504245.1	ENSG00000248508	SRP14-AS1
ENST00000401924.1	ENSG00000133475	GGT2
ENST00000584276.1	ENSG00000266601	RP11-6N17.3
ENST00000400393.3	ENSG00000186047	DLEU7
ENST00000567780.1	ENSG00000251151	HOXC-AS3
ENST00000282308.3	ENSG00000152454	ZNF256
ENST00000582262.1	ENSG00000263798	RP11-6N17.9
ENST00000560376.1	ENSG00000259584	RP11-521C20.2
ENST00000504108.1	ENSG00000109790	KLHL5
ENST00000559022.1	ENSG00000259409	RP11-521C20.3
ENST00000410567.1	ENSG00000222499	RN7SKP177
ENST00000582142.1	ENSG00000264019	RP11-6N17.6
ENST00000471357.1	ENSG00000243629	LINC00880
ENST00000559747.1	ENSG00000259239	RP11-521C20.1
ENST00000538487.2	ENSG00000124493	GRM4
ENST00000578239.1	ENSG00000264701	RP11-6N17.10
ENST00000469196.1	ENSG00000241544	RP11-6F2.5
ENST00000322569.4	ENSG00000123342	MMP19
ENST00000385212.1	ENSG00000207947	MIR152
ENST00000451548.1	ENSG00000258992	TSPY1
ENST00000377801.3	ENSG00000182836	PLCXD3
ENST00000517309.1	ENSG00000156471	PTDSS1
ENST00000314391.3	ENSG00000177025	C19orf18
ENST00000568093.2	ENSG00000260648	RP11-133K1.7
ENST00000451287.2	ENSG00000213889	PPM1N
ENST00000578660.1	ENSG00000263412	RP5-890E16.2
ENST00000471719.1	ENSG00000241135	LINC00881
ENST00000559520.1	ENSG00000259307	PLCB2-AS1
ENST00000279804.2	ENSG00000150281	CTF1
ENST00000471253.1	ENSG00000244705	RP11-133K1.1
ENST00000583349.1	ENSG00000266341	RP5-890E16.4
ENST00000559030.1	ENSG00000259198	RP11-133K1.6
ENST00000384227.1	ENSG00000206954	RNU6-1201P
ENST00000262188.8	ENSG00000082014	SMARCD3
ENST00000408812.1	ENSG00000221739	MIR1203
ENST00000560415.1	ENSG00000259330	LINC00984
ENST00000582246.1	ENSG00000263787	RP11-456D7.1
ENST00000516905.1	ENSG00000252714	RNA5SP392
ENST00000558421.1	ENSG00000259368	RP11-64K12.4
ENST00000364908.1	ENSG00000201778	Y_RNA
ENST00000561261.1	ENSG00000259714	LINC00594
ENST00000488218.1	ENSG00000244515	KRT18P34
ENST00000567002.1	ENSG00000261374	RP11-64K12.10
ENST00000384576.1	ENSG00000207306	RNU6-1152P
ENST00000461554.1	ENSG00000090097	PCBP4
ENST00000480817.1	ENSG00000241770	RP11-555M1.3
ENST00000336617.3	ENSG00000136104	RNASEH2B
ENST00000454587.1	ENSG00000224006	HCG4P3
ENST00000558601.1	ENSG00000259364	RP11-64K12.9
ENST00000581362.1	ENSG00000235300	AC090627.1
ENST00000410743.1	ENSG00000222675	RNA5SP146
ENST00000319136.4	ENSG00000100342	APOL1
ENST00000378487.2	ENSG00000205057	CLLU1OS
ENST00000559730.1	ENSG00000259211	RP11-64K12.8
ENST00000488040.1	ENSG00000243176	RP11-550I24.2
ENST00000489027.1	ENSG00000244251	RP11-64K12.1
ENST00000304271.6	ENSG00000171067	C11orf24
ENST00000579033.1	ENSG00000266222	RP11-433M22.1
ENST00000363668.1	ENSG00000200538	U3
ENST00000264933.4	ENSG00000249915	PDCD6
ENST00000561460.1	ENSG00000259536	RP11-111A22.1
ENST00000378485.1	ENSG00000257127	CLLU1
ENST00000377671.3	ENSG00000125846	ZNF133
ENST00000579972.1	ENSG00000264451	RP11-433M22.2
ENST00000357385.3	ENSG00000141552	ANAPC11
ENST00000605443.1	ENSG00000270981	RP11-550I24.3
ENST00000384078.1	ENSG00000206805	Y_RNA
ENST00000259608.3	ENSG00000137078	SIT1
ENST00000411381.1	ENSG00000223313	RNU6-516P
ENST00000515942.1	ENSG00000251751	RN7SKP46
ENST00000434111.1	ENSG00000196934	RIMBP3B
ENST00000459027.1	ENSG00000238559	snoU13
ENST00000491909.1	ENSG00000239716	RP11-290K4.1
ENST00000578594.1	ENSG00000265814	RN7SL376P
ENST00000341164.4	ENSG00000166704	ZNF606
ENST00000435312.1	ENSG00000230148	HOXB-AS1
ENST00000559841.1	ENSG00000259254	CTD-2339L15.3
ENST00000488999.1	ENSG00000242536	RP11-290K4.2
ENST00000321596.5	ENSG00000166762	CATSPER2
ENST00000499988.2	ENSG00000245849	RAD51-AS1
ENST00000486836.1	ENSG00000241723	RP11-113A11.1
ENST00000484182.1	ENSG00000243314	RP11-538P18.1
ENST00000397833.3	ENSG00000214215	C12orf74
ENST00000360947.3	ENSG00000165804	ZNF219
ENST00000475981.1	ENSG00000243150	RP11-538P18.2
ENST00000395749.2	ENSG00000058404	CAMK2B
ENST00000443632.2	ENSG00000169635	HIC2
ENST00000426811.1	ENSG00000236892	RP11-482E14.2
ENST00000222005.2	ENSG00000105401	CDC37
ENST00000196371.5	ENSG00000083720	OXCT1
ENST00000489154.1	ENSG00000243025	MTAPP1
ENST00000421629.2	ENSG00000229672	RP11-184A2.3
ENST00000463883.1	ENSG00000243165	RP11-79M21.3
ENST00000607624.1	ENSG00000272087	RP11-379F4.7
ENST00000371208.3	ENSG00000134709	HOOK1
ENST00000349215.3	ENSG00000110756	HPS5
ENST00000416839.2	ENSG00000224867	AC096644.1
ENST00000234453.5	ENSG00000116095	PLEKHA3
ENST00000606185.1	ENSG00000272440	RP11-379F4.6
ENST00000577680.1	ENSG00000264420	AL158111.1
ENST00000315366.7	ENSG00000180801	ARSJ
ENST00000415358.1	ENSG00000228353	RP11-184A2.2
ENST00000415923.2	ENSG00000231002	TRIM26
ENST00000556886.1	ENSG00000258700	LINC00871
ENST00000427507.2	ENSG00000223465	LST1
ENST00000295830.8	ENSG00000163584	RPL22L1
ENST00000477589.1	ENSG00000240207	RP11-379F4.4
ENST00000306385.5	ENSG00000168487	BMP1
ENST00000398458.3	ENSG00000186452	TMPRSS12
ENST00000440980.1	ENSG00000227794	RPS18
ENST00000344636.3	ENSG00000187510	PLEKHG7
ENST00000515926.1	ENSG00000251735	SNORA25
ENST00000556557.1	ENSG00000258392	RPA2P1
ENST00000488281.1	ENSG00000244053	RPL13AP2
ENST00000294304.7	ENSG00000162337	LRP5
ENST00000454689.1	ENSG00000183378	OVCH2
ENST00000497800.1	ENSG00000214903	RPS15AP3
ENST00000400296.1	ENSG00000215425	DDX39B
ENST00000582739.1	ENSG00000263945	MIR548Y
ENST00000325385.7	ENSG00000144535	DIS3L2
ENST00000327757.5	ENSG00000163803	PLB1
ENST00000282633.5	ENSG00000099290	FAM21A
ENST00000397066.4	ENSG00000162063	CCNF
ENST00000304611.8	ENSG00000124587	PEX6
ENST00000555985.1	ENSG00000259129	LINC00648
ENST00000542499.1	ENSG00000110243	APOA5
ENST00000340650.3	ENSG00000187566	NHLRC1
ENST00000310836.6	ENSG00000174607	UGT8
ENST00000605051.1	ENSG00000271259	RP11-1109F11.5
ENST00000334270.2	ENSG00000125482	TTF1
ENST00000433039.1	ENSG00000183246	RIMBP3C
ENST00000426546.2	ENSG00000159884	CCDC107
ENST00000309983.4	ENSG00000137364	TPMT
ENST00000458578.2	ENSG00000185651	UBE2L3
ENST00000579907.1	ENSG00000263406	RN7SL821P
ENST00000280057.6	ENSG00000150510	FAM124A
ENST00000384175.1	ENSG00000206902	Y_RNA
ENST00000278282.2	ENSG00000149021	SCGB1A1
ENST00000323786.5	ENSG00000103051	COG4
ENST00000357780.3	ENSG00000110244	APOA4
ENST00000384381.1	ENSG00000207109	SNORD38
ENST00000449243.1	ENSG00000229436	AC073850.6
ENST00000391306.1	ENSG00000212608	SNORA26
ENST00000342228.3	ENSG00000168575	SLC20A2
ENST00000456151.1	ENSG00000226671	AC005008.3
ENST00000418538.1	ENSG00000227224	RP11-72H11.1
ENST00000411748.1	ENSG00000223514	AC004866.1
ENST00000453742.2	ENSG00000225682	DXO
ENST00000516178.1	ENSG00000251987	SNORD63
ENST00000494420.1	ENSG00000233101	HOXB-AS3
ENST00000438285.1	ENSG00000224134	AC004866.3
ENST00000581952.1	ENSG00000264327	AC024149.1
ENST00000424916.1	ENSG00000232968	AC008163.6
ENST00000412900.2	ENSG00000234113	AC008163.4
ENST00000414820.1	ENSG00000144199	FAHD2B
ENST00000361183.3	ENSG00000198898	CAPZA2
ENST00000378142.4	ENSG00000171659	GPR34
ENST00000366917.4	ENSG00000116141	MARK1
ENST00000413944.2	ENSG00000233491	AC010091.1
ENST00000400256.3	ENSG00000158270	COLEC12
ENST00000280020.5	ENSG00000150477	KIAA1328
ENST00000264363.2	ENSG00000138653	NDST4
ENST00000245932.6	ENSG00000125753	VASP
ENST00000343036.2	ENSG00000188523	C9orf171
ENST00000441064.1	ENSG00000230196	AC010091.4
ENST00000579035.1	ENSG00000263416	AC006145.1
ENST00000322349.8	ENSG00000102189	EEA1
ENST00000439234.1	ENSG00000223770	MIR1255B1
ENST00000227667.3	ENSG00000110245	APOC3
ENST00000448818.2	ENSG00000233450	KIFC1
ENST00000521255.1	ENSG00000253309	SERPINE3
ENST00000610247.1	ENSG00000121716	PILRB
ENST00000295822.2	ENSG00000163577	EIF5A2
ENST00000378024.4	ENSG00000124942	AHNAK
ENST00000246421.4	ENSG00000215790	SLC35E2
ENST00000581118.1	ENSG00000266313	RP11-173M1.4
ENST00000582878.1	ENSG00000265683	RP11-173M1.5
ENST00000339618.4	ENSG00000072210	ALDH3A2
ENST00000577519.1	ENSG00000266356	RP11-578C11.2
ENST00000263610.2	ENSG00000125492	BARHL1
ENST00000340634.3	ENSG00000188582	PAQR9
ENST00000302548.4	ENSG00000171657	GPR82
ENST00000262547.5	ENSG00000089091	DZANK1
ENST00000413339.1	ENSG00000230573	RP11-464C19.2
ENST00000586223.1	ENSG00000266433	TBC1D3P5
ENST00000432452.2	ENSG00000226005	RP11-464C19.3
ENST00000405415.1	ENSG00000155026	RSPH10B
ENST00000455525.1	ENSG00000227101	RP11-433J20.2
ENST00000378387.3	ENSG00000137135	ARHGEF39
ENST00000455199.1	ENSG00000236990	RP11-433J20.1
ENST00000272369.9	ENSG00000143995	MEIS1
ENST00000458120.1	ENSG00000223769	RPS17P1
ENST00000608792.1	ENSG00000233117	LINC00702
ENST00000236850.4	ENSG00000118137	APOA1
ENST00000599868.1	ENSG00000268706	AC009802.1
ENST00000412655.1	ENSG00000232356	XXbac-BPG13B8.10
ENST00000276127.4	ENSG00000147183	CPXCR1
ENST00000408335.1	ENSG00000221262	AC005159.1
ENST00000320415.6	ENSG00000213530	MTHFD2P5
ENST00000408945.3	ENSG00000221887	HMSD
ENST00000434994.1	ENSG00000228711	AC004006.2
ENST00000457219.1	ENSG00000224446	LINC01015
ENST00000365411.1	ENSG00000202281	RNA5SP235
ENST00000329434.2	ENSG00000183303	OR5P2
ENST00000454152.1	ENSG00000224382	LINC00703
ENST00000430696.2	ENSG00000235503	AC079799.2
ENST00000533085.2	ENSG00000226982	CENPCP1
ENST00000460866.1	ENSG00000243675	RP11-379F4.1
ENST00000340941.6	ENSG00000131844	MCCC2
ENST00000606839.1	ENSG00000271778	RP11-379F4.8
ENST00000436623.1	ENSG00000237103	NCR3
ENST00000420181.1	ENSG00000230617	AC079987.2
ENST00000605233.1	ENSG00000270344	RP11-734K2.4
ENST00000338702.3	ENSG00000189221	MAOA
ENST00000420082.1	ENSG00000230096	RP11-34C15.2
ENST00000328375.1	ENSG00000182334	OR5P3
ENST00000607044.1	ENSG00000272247	RP11-379F4.9
ENST00000371204.3	ENSG00000134716	CYP2J2
ENST00000424172.1	ENSG00000225274	GPR53P
ENST00000416003.1	ENSG00000230244	RAD23BP2
ENST00000384396.1	ENSG00000207124	RNU6-163P
ENST00000450778.2	ENSG00000226437	TRIM39
ENST00000452965.1	ENSG00000237725	OR2I1P
ENST00000596453.1	ENSG00000232374	GPR79
ENST00000411062.1	ENSG00000222994	AC006322.1
ENST00000211287.4	ENSG00000156711	MAPK13
ENST00000552778.1	ENSG00000258302	RP11-981P6.1
ENST00000420888.1	ENSG00000227982	RPL7P30
ENST00000309838.2	ENSG00000175393	OR10A6
ENST00000583286.1	ENSG00000263634	MIR3919
ENST00000430998.2	ENSG00000231298	LINC00704
ENST00000418550.1	ENSG00000225955	OR2H5P
ENST00000585304.1	ENSG00000266347	AC068641.1
ENST00000561129.2	ENSG00000153779	TGIF2LX
ENST00000450977.2	ENSG00000235139	AC003984.1
ENST00000462872.1	ENSG00000244249	RP11-441M10.1
ENST00000605386.1	ENSG00000271614	LINC00936
ENST00000485389.1	ENSG00000243116	RP11-564C24.1
ENST00000415370.1	ENSG00000232189	TMEM183AP1
ENST00000360759.3	ENSG00000170683	OR10A3
ENST00000460574.1	ENSG00000241211	IQCJ-SCHIP1-AS1
ENST00000580950.1	ENSG00000265926	SNORD33
ENST00000585016.1	ENSG00000265050	AC092022.1
ENST00000424801.1	ENSG00000227961	RPL13AP
ENST00000435923.1	ENSG00000235243	AC093716.1
ENST00000417883.2	ENSG00000225269	LINC00705
ENST00000516398.1	ENSG00000252207	RNA5SP365
ENST00000546688.1	ENSG00000257480	MRPL2P1
ENST00000446054.1	ENSG00000232605	HMGN2P11
ENST00000517014.1	ENSG00000252823	RNU6-148P
ENST00000328600.2	ENSG00000182261	NLRP10
ENST00000428065.1	ENSG00000229210	SUMO2P1
ENST00000398063.2	ENSG00000160216	AGPAT3
ENST00000292778.6	ENSG00000161179	YDJC
ENST00000550135.1	ENSG00000176593	CTD-2368P22.1
ENST00000547370.1	ENSG00000258216	RP11-654D12.2
ENST00000216181.5	ENSG00000100345	MYH9
ENST00000361432.2	ENSG00000119979	FAM45A
